Instruction,pfIssued,pfInCache,overallMisses,overallHits,overallAccesses,unusedPrefetches
278002690.000000,52925.000000,28881.000000,288975.000000,175988.000000,103755558.000000,51200.000000
279004857.000000,51582.000000,30296.000000,292620.000000,175015.000000,104223193.000000,48655.000000
280000012.000000,53630.000000,46194.000000,269056.000000,176279.000000,104668528.000000,45896.000000
281000003.000000,53365.000000,28575.000000,290427.000000,177477.000000,105136432.000000,51538.000000
282000053.000000,52254.000000,28986.000000,287239.000000,176021.000000,105599692.000000,49168.000000
283000022.000000,53799.000000,46034.000000,274047.000000,176218.000000,106049957.000000,46511.000000
284000022.000000,53100.000000,29324.000000,288585.000000,176106.000000,106514648.000000,51252.000000
285000570.000000,55008.000000,29703.000000,282839.000000,185210.000000,106982697.000000,52720.000000
286000023.000000,51491.000000,33927.000000,284246.000000,173200.000000,107440143.000000,46327.000000
287000003.000000,55779.000000,40469.000000,277017.000000,182404.000000,107899564.000000,51805.000000
288002221.000000,53410.000000,29818.000000,287167.000000,179305.000000,108366036.000000,50642.000000
289000013.000000,51348.000000,29734.000000,291746.000000,172802.000000,108830584.000000,48207.000000
290000211.000000,54784.000000,46002.000000,272524.000000,177809.000000,109280917.000000,48264.000000
291000007.000000,52610.000000,29418.000000,288039.000000,176827.000000,109745783.000000,51162.000000
292000701.000000,52820.000000,30398.000000,289363.000000,178941.000000,110214087.000000,49748.000000
293000016.000000,57248.000000,46704.000000,262536.000000,186475.000000,110663098.000000,50716.000000
294001322.000000,54355.000000,29871.000000,287346.000000,179819.000000,111130263.000000,52067.000000
295000015.000000,53898.000000,29873.000000,287378.000000,179027.000000,111596668.000000,51311.000000
296000013.000000,56205.000000,45725.000000,270839.000000,181627.000000,112049134.000000,49801.000000
297005082.000000,53889.000000,29527.000000,290839.000000,180884.000000,112520857.000000,51883.000000
298000028.000000,54201.000000,38104.000000,278672.000000,177439.000000,112976968.000000,50202.000000
299000018.000000,54439.000000,45819.000000,267789.000000,177541.000000,113422298.000000,47378.000000
300003459.000000,53405.000000,29336.000000,287370.000000,178538.000000,113888206.000000,51364.000000
301000017.000000,52949.000000,28242.000000,285472.000000,177698.000000,114351376.000000,50281.000000
302000032.000000,56374.000000,46339.000000,270337.000000,182587.000000,114804300.000000,49672.000000
303000158.000000,53186.000000,28136.000000,286421.000000,179066.000000,115269787.000000,51164.000000
304004220.000000,52730.000000,27811.000000,282578.000000,179682.000000,115732047.000000,50200.000000
305003039.000000,56283.000000,46613.000000,271680.000000,182063.000000,116185790.000000,49567.000000
306000013.000000,53871.000000,33044.000000,290087.000000,177271.000000,116653148.000000,51460.000000
307000005.000000,53940.000000,30510.000000,286574.000000,180879.000000,117120601.000000,50897.000000
308000019.000000,55992.000000,41017.000000,278021.000000,182576.000000,117581198.000000,49821.000000
309000154.000000,56363.000000,34381.000000,281830.000000,184833.000000,118047861.000000,54181.000000
310000051.000000,52779.000000,33261.000000,295102.000000,175416.000000,118518379.000000,49725.000000
